TXNAME	R1_H1975	R2_H1975	R3_H1975	R1_HCC827	R2_HCC827	R3_HCC827
ENST00000859409	57	73	66	80	34	64
ENST00000859410	5	8	8	4	4	9
ENST00000859412	7	6	7	4	1	8
ENST00000859413	0	0	0	1	0	0
ENST00000859414	1	2	0	1	0	0
ENST00000859417	0	2	1	1	1	1
ENST00000859428	0	3	0	3	0	5
ENST00000859430	0	3	0	2	1	4
ENST00000859431	2	0	0	1	0	0
ENST00000859432	0	0	0	3	0	2
ENST00000859433	0	0	0	1	0	0
ENST00000859435	0	0	0	0	0	1
ENST00000859438	28	32	34	39	42	39
ENST00000859439	0	0	1	3	0	0
ENST00000859440	19	15	12	22	18	35
ENST00000859441	0	0	0	0	0	1
ENST00000859448	3.91208	0	0	5.36072	0.80415	3.30759
ENST00000859449	0	0	0	0.09866	1	0
ENST00000859461	0	0	0	1	0	0
ENST00000859467	2	4	1	6	1	5
ENST00000859468	0	0	0	0	0	1
ENST00000859477	0	1	0	0	0	0
ENST00000859484	1	0	0	0	0	0
ENST00000859485	1	0	2	0	2	0
ENST00000859487	1	1	0	0	0	0
ENST00000859488	0	2	0	0	0	0
ENST00000859494	9.25009	19.13843	18.50089	8.35583	6.72889	10.90625
ENST00000859495	36.22789	43.20999	31.11893	39.97816	48.26816	45.31797
ENST00000859496	1	5	7	15	4	16
ENST00000859508	48	40	38	38	23	45
ENST00000859513	43	27	24	22	12	26
ENST00000859515	0	0	0	1	0	0
ENST00000859528	12	10	11	2	0	0
ENST00000859529	0	1	0	0	0	0
ENST00000859530	2	10	2	3	0	1
ENST00000859531	3	12	6	7	1	6
ENST00000859532	3	5	2	0	0	2
ENST00000859533	2	3	0	0	0	0
ENST00000859535	0	0	1	0	0	0
ENST00000859537	0	1	0	0	0	0
ENST00000859538	0	0	2	0	0	0
ENST00000859539	0	0	1	0	0	0
ENST00000859542	0	0	0	1	0	1
ENST00000859543	2	6	4	0	0	3
ENST00000859545	3	2	4	0	2	0
ENST00000859547	0	1	0	0	0	0
ENST00000859548	1	0	0	0	0	0
ENST00000859549	18	28	17	4	2	13
ENST00000859551	0	1	1	0	0	0
ENST00000859552	0.77698	0.16984	0.97926	2	0	0
ENST00000859553	8	7	4	5	5	6
ENST00000859554	4e-05	0	0	0	1e-05	5e-05
ENST00000859555	19	0.03597	0.04382	0.02436	0.01248	0.04587
ENST00000859556	2	0	0	1	0	0
ENST00000859558	6	1	5	16	4	17
ENST00000859559	0	0	1	0	5	5
ENST00000859560	0	0	0	5	0	1
ENST00000859561	0	0	0	0	1	4
ENST00000859565	0	0	0	0	0	1
ENST00000859567	0	0	1	0	0	1
ENST00000859571	5	3	4	0	1	0
ENST00000859572	11.92375	3.12368	28.24217	9.41249	2.81627	0
ENST00000859573	6	6	5	9	3	13
ENST00000859578	1	1	2	1	0	1
ENST00000859579	0	2	3	1	0	1
ENST00000859582	0	0	0	1	0	0
ENST00000859584	1	2	5	0	0	2
ENST00000859585	4	2	0	1	1	1
ENST00000859586	0	0	2	0	0	0
ENST00000859587	52	68	53	48	22	48
ENST00000859588	2	0	0	1	0	2
ENST00000859589	1	0	0	0	0	0
ENST00000859590	0	0	0	0	0	1
ENST00000859591	0	0	0	1	0	0
ENST00000859593	1	0	1	0	0	2
ENST00000859599	6	10	6	17	6	9
ENST00000859600	0	1	0	0	0	1
ENST00000859603	3	0	0	1	0	1
ENST00000859605	3	1	0	0	0	1
ENST00000859609	2	0	0	1	0	3
ENST00000859610	1	0	1	0	0	0
ENST00000859611	0	1	1	0	0	0
ENST00000859615	2.85746	1.27279	4	3.39372	0.4978	1.15539
ENST00000859616	0	2	0	0	0	0
ENST00000859620	0.04286	1e-05	2.99999	0	0	0
ENST00000859621	70	92	72	0	0	0
ENST00000859622	14	19	11	0	0	0
ENST00000859623	2	0	2	0	0	0
ENST00000859624	1.98136	10.99999	1e-05	0	0	0
ENST00000859626	2	0	2	0	0	0
ENST00000859627	1	2	3	0	0	0
ENST00000859631	6	6	6	0	0	0
ENST00000859632	5	5	6	0	0	0
ENST00000859635	51	31	42	0	0	0
ENST00000859636	2	0	0	0	0	0
ENST00000859652	0	0	0	2	2	0
ENST00000859653	6	10	7	0	4	7
ENST00000859656	3	0	0	1	0	0
ENST00000859657	13	2	13	1	1	0
ENST00000859686	0.01263	0	2	1	0	1
ENST00000859687	16	37.21589	9.2108	22.26841	9.5	49.99114
ENST00000859688	2	6	7	6	3	3
ENST00000859690	0	0	0	0	0	0.00821
ENST00000859693	0	0	0	0	1	0
ENST00000859700	409.99373	182.22122	178.20582	268.98121	152.35782	203.69206
ENST00000859701	155.8249	958.85679	776.2674	255.22224	740.01215	294.12413
ENST00000859702	3	0	2	1	3	8
ENST00000859703	4	10	4	2	2	2
ENST00000859704	17	34	16	38	50	37
ENST00000859705	0	0	0	2	0	1
ENST00000859708	0	0	0	1	1	0
ENST00000859709	0	2	0	0	0	0
ENST00000859710	4	0	2	3	3	2
ENST00000859711	0	1	0	1	0	0
ENST00000859714	1	0	4	0	0	0
ENST00000859715	0	0	0	1	0	1
ENST00000859717	1	3	2	6	5	1
ENST00000859721	0	1	0	0	0	0
ENST00000859735	3	2.5	0.44921	0	0	1.5
ENST00000859736	1	2.5	2.20317	0	0	1
ENST00000859737	0	0.5	1	0	0	0
ENST00000859739	0	0.5	0	0	0	0
ENST00000859744	0	0.3251	0	0.64535	0	0
ENST00000859745	3	4	3	0	0	0
ENST00000859746	0	0	1	0	0	0
ENST00000859749	0	0.86928	0	0	0	0
ENST00000859753	1	0	1	0	0	1
ENST00000859754	0	0	0	1	0	0
ENST00000859755	0	0	1	0	0	1
ENST00000859756	0	2	0	0	0	2
ENST00000859759	1	6	3	1	1	0
ENST00000859760	1	0	2	0	0	0
ENST00000859761	4.86795	18	8.99132	9	2	4.46962
ENST00000859762	0.58755	30	1.29225	13	6	0.80472
ENST00000859764	0	1	0	0	0	0
ENST00000859768	0	1	5	4	6	4
ENST00000859769	2	3	0	2	0	1
ENST00000859770	9	7	3	1	1	4
ENST00000859775	1	1	2.5	0	1	0
ENST00000859777	0	0	0.5	0.5	0	0
ENST00000859778	0	0.5	0	0	0.5	0
ENST00000859780	0	1	0	0	0	0
ENST00000859785	0	0	1	0	1	0
ENST00000859786	0	2	2	0	0	1
ENST00000859788	0	0	0	0	0	1
ENST00000859789	0	1	0	0	0	0
ENST00000859791	1	2	0	0	0	0
ENST00000859792	0	2	0	0	0	0
ENST00000859793	0	1	1	1	0	0
ENST00000859795	22.8033	22.77003	18.34287	17.49804	11.12451	11.91583
ENST00000859796	6	8	5	2	1	1
ENST00000859797	20	30	18	25	6	22
ENST00000859798	1	2	5	1	0	0
ENST00000859799	0	0	0	1.54041	0	0
ENST00000859800	1	0	0	0	0	0
ENST00000859802	0	1	0	0	0	0
ENST00000859803	6	2	1	0	0	2
ENST00000859804	37.00453	51.57635	0.11708	33.69483	27.94245	33.72689
ENST00000859805	0	11	8	0	1	1
ENST00000859808	3	0	0	0	0	0
ENST00000859822	11	0.78574	15	76.99999	27	18.60411
ENST00000859825	0	0	1	0	0	0
ENST00000859826	5.79545	2.50993	1.86725	2.40779	2.88179	1.68385
ENST00000859827	1	0	0	1	0	0
ENST00000859832	16	21	6	25	7	22
ENST00000859839	12	17	9	7	7	10
ENST00000859840	26.51657	30.1243	33.77633	51.87116	23.51859	35.54035
ENST00000859841	35.26999	33.65892	23.68323	20.59431	11.22067	27.8636
ENST00000859842	100	99	84	100	84	95
ENST00000859843	1	5.72351	0	6.74591	3.26938	6
ENST00000859845	0	1	0	0	0	1
ENST00000859846	0	1	0	0	0	0
ENST00000859847	0	1	0	0	0	0
ENST00000859848	1	3	1	4	1	6
ENST00000859849	2	0	0	0	0	0
ENST00000859853	0	0.99999	0	1	0	0
ENST00000859854	0	0	1.34016	0	0	1
ENST00000859859	3	1	0	0	0	0
ENST00000859860	0	0	4	4	1	2
ENST00000859861	0	0	1	0	1	0
ENST00000859868	4	2	3	1	1	0
ENST00000859869	0	1	0	0	0	0
ENST00000859874	1	1	0	0	1	3
ENST00000859882	6	7	5	2	0	6
ENST00000859883	6	1	2	7	2	4
ENST00000859886	1	0	0	0	0	0
ENST00000859893	10	4	7	1	0	0
ENST00000859895	0	0	1	0	0	0
ENST00000859900	0	1	0	4	2	3
ENST00000859903	1	0	0	1	0	0
ENST00000859907	8	5	7	1	1	3
ENST00000859909	0	1	0	0	0	0
ENST00000859911	6	6	2	2	0	2
ENST00000859914	0	1	0	0	0	0
ENST00000859915	0	0	1	0	0	0
ENST00000859916	1	0	0	0	0	0
ENST00000859918	0	0	0	0	1	0
ENST00000859922	0	0	0	0	0	1
ENST00000859923	2	5.96097	8	4	1.91808	3
ENST00000859924	1	2	1	0	1	0
ENST00000859925	0	0	0	0	1	0
ENST00000859926	0	1	1	1	0	0
ENST00000859927	8	11	8	0	0	0
ENST00000859928	0	0	4	0	0	0
ENST00000859929	630.76439	279.47648	631.5133	264.47699	205.48195	194.86061
ENST00000859930	0	0	0	1	0	1
ENST00000859936	0	4	3	2	0	0
ENST00000859937	1	2	1	0	0	0
ENST00000859940	0	0	1	0	0	0
ENST00000859942	1	0	0	1	0	0
ENST00000859949	0	1	0.87858	0	0	0
ENST00000859950	0.8696	9	4	0.15831	0.44152	0.05305
ENST00000859951	4	0	0	0	0	0
ENST00000859952	2	11	7	0	0	0
ENST00000859960	29.44737	18.22309	24.00205	10.66977	0.04967	7.88241
ENST00000859965	6	8	7	3	8	8
ENST00000859968	0	0	0	52	23	42
ENST00000859970	0	0	1	0	0	1
ENST00000859977	1	0	2	0	0	1
ENST00000859978	0	3	0	1	0	0
ENST00000859980	4	0.41858	0	0	0	0.0082
ENST00000859982	0	0.76171	0	0	0	0.61306
ENST00000859983	1e-05	2	0	1e-05	0	0
ENST00000859984	1	0	1	0	0	0
ENST00000859985	2	0	1	0	0	0
ENST00000859986	1	1	3	0	0	0
ENST00000859988	0	0	0	1	0	0
ENST00000859991	1	0	1	0	0	0
ENST00000859994	3	3	0	0	0	0
ENST00000859995	0	0	1	0	0	0
ENST00000860003	1.8151	70	75	0	0.40764	0.09997
ENST00000860010	1	0	0	0	0	0
ENST00000860016	11	12	7	6	1	3
ENST00000860018	0	0	1	0	0	0
ENST00000860023	0	1	0	0	0	0
ENST00000860024	2	0	0	2	1	1
ENST00000860025	0.79077	0	0.43937	1.2415	0	0
ENST00000860026	1	0	0	0	0	0
ENST00000860027	0	0	1	0	0	1
ENST00000860028	4	7	11	11	1	6
ENST00000860029	4	2	2	0	0	0
ENST00000860030	0	1	0	0	0	0
ENST00000860031	0	1	0	0	0	0
ENST00000860032	0	0	1	0	0	0
ENST00000860033	1	0	0	0	0	0
ENST00000860036	2	2	1	1	0	0
ENST00000860037	6	3	1	1	1	0
ENST00000860038	1	0	0	0	0	0
ENST00000860039	0	1	0	0	0	0
ENST00000860044	1	0	2	0	0	0
ENST00000860046	3	6	0	0	0	4
ENST00000860047	21.98343	11.78571	28.93592	14.7218	2.77965	0.52885
ENST00000860048	2	0	0	0	3	0
ENST00000860049	0	1	0	0	0	0
ENST00000860050	4	5	1	2	2	1
ENST00000860051	0	2.64899	2.6021	0	1	4.93869
ENST00000860052	0	0	0	0	0	1
ENST00000860054	0	0	1	1	1	0
ENST00000860056	1	0	3	1	0	0
ENST00000860061	2	1	0	1	0	0
ENST00000860066	2	5	1	7	0	0
ENST00000860067	0	1	1	0	0	0
ENST00000860068	1	1	2	0	2	0
ENST00000860069	1	4	1	1	0	0
ENST00000860073	0	0	0	0	0	1
ENST00000860074	0	1	0	0	0	0
ENST00000860078	1	2	0	0	0	0
ENST00000860079	3	2	2	0	0	0
ENST00000860080	2	0	0	0	0	0
ENST00000860081	0	0	1	0	0	0
ENST00000860082	3	0	0	0	0	0
ENST00000860083	3	0	0	0	0	0
ENST00000860084	0	0.0458	0	0	2	0
ENST00000860085	0	1	0	0	0	0
ENST00000860096	1	0	1	0	0	1
ENST00000860097	3	1.96029	1.99925	20	13	8
ENST00000860098	0	6e-05	7e-05	0	0	0.44688
ENST00000860099	5	2	6	29	23	28
ENST00000860100	1	0	5	12	3	11
ENST00000860101	0	0	0	6.99975	1.99982	8.99971
ENST00000860102	6	0	6	0	17	0
ENST00000860103	0	0	0	0	0	1
ENST00000860104	1	0	0	0	0	0
ENST00000860105	1	0	3	1	1	1
ENST00000860110	6	0.63354	1.73763	2	4	4
ENST00000860111	0	0	0.86244	5	1	0
ENST00000860112	0	1	0	1	0	0
ENST00000860116	0	1	0	0	0	0
ENST00000860138	0	0	0	1	0	0
ENST00000860141	0.33764	0	0	0	0	0
ENST00000860145	4	7.9234	7.8843	0	0	0.98682
ENST00000860148	7	12	7	6	0	8
ENST00000860149	0	0	0	0	0	0.00144
ENST00000860151	2	1	0	0	0	0
ENST00000860153	6	2	3	3	3	2
ENST00000860154	0	2	3	0	0	0
ENST00000860155	0	0	1	0	0	0
ENST00000860156	0.04183	0	0	1	0	0
ENST00000860157	0	0	2	0	0	0
ENST00000860159	0	0	0	1	0	0
ENST00000860162	1	1	0	0	0	0
ENST00000860166	4	5	11	14	4	13
ENST00000860167	4	2	1	0	2	4
ENST00000860168	0	0	0	0	0	1
ENST00000860169	1	3	1	7	12	8
ENST00000860171	0	0	1	0	0	4
ENST00000860173	7.51124	5.78471	5.71379	15.30605	15.35068	14.28354
ENST00000860175	128	160	133	5	2	5
ENST00000860176	0	3	1	0	0	0
ENST00000860177	8	9	17	3	1	4
ENST00000860178	11	9	4	2	0	1
ENST00000860179	0	0	0.98302	0	0	0
ENST00000860181	0.81141	0.76087	1.46523	0.94077	1.38549	0.34736
ENST00000860182	722.01595	790.86544	829.4422	376.77844	405.85491	318.1617
ENST00000860183	266.84507	333.65178	143.37323	141.09072	186.94437	57.7697
ENST00000860184	0	1	0	1	0	2
ENST00000860185	0	0	2	0	0	0
ENST00000860186	3e-05	5e-05	4e-05	2.88708	83.20899	1e-05
ENST00000860188	1	0	0	2	2	5
ENST00000860189	1	0	0	1	3	3
ENST00000860193	0	0	0	0	0	1
ENST00000860194	2	0	0	0	0	0
ENST00000860196	41	19	30	2.54231	3	19
ENST00000860197	0	0	0	0	1	0
ENST00000860198	0	0	0	0	0	1
ENST00000860199	1	0	1	0	2	0
ENST00000860200	0	0	1	0	0	0
ENST00000860201	0	1	0	0	0	0
ENST00000860203	13.71887	16	12	0	0	0
ENST00000860204	1	0	0	0	0	0
ENST00000860205	0	0	0	1	0	0
ENST00000860207	2	0.13143	0	0	0	0
ENST00000860209	2	0	1	0	0	0
ENST00000860210	24	12	7	25	18	15
ENST00000860211	2	2	1	2	3	1
ENST00000860212	0	0.99999	0	2.89137	0	4
ENST00000860213	9	3	5	5	3	10
ENST00000860214	0	1	0	0	0	0
ENST00000860215	2	2	1	3	0	0
ENST00000860216	1	0	0	0	0	0
ENST00000860218	2	1	2	2	1	1
ENST00000860221	1	0	1	0	0	0
ENST00000860222	5	1	0	1	0	0
ENST00000860224	1	0	0	0	0	0
ENST00000860225	0	0	1.20725	2.31327	0.59253	0
ENST00000860226	0	0	0.66667	0	0	0
ENST00000860228	0	1	0	0	0	0
ENST00000860230	1	2	2.99999	3	1	2
ENST00000860233	1	2	0	1	2	0
ENST00000860234	5.0352	3.4675	0.36671	6.82166	12.0385	5.25288
ENST00000860235	0	0	0	0	0	3
ENST00000860236	0	0	0	0	2	0
ENST00000860244	3	15	6	2	1	2
ENST00000860246	0.70885	2	2.84137	0	1	0
ENST00000860247	0	1.99999	0.73871	0	0	0
ENST00000860258	5	1	6	3	5	4
ENST00000860259	0	0	0	0	3.87704	0
ENST00000860260	0	0	0	1	0	0
ENST00000860264	0	0	0	1	0	0
ENST00000860266	17	25	16	6	3	1
ENST00000860267	17	23	17	0	0	3
ENST00000860269	1	0	0	0	0	0
ENST00000860270	0	1	0	0	0	0
ENST00000860271	4	4	5	0	0	1
ENST00000860273	2	0	1	0	0	0
ENST00000860275	18	8	12	2	0	3
ENST00000860282	1	0	3	0	0	0
ENST00000860301	1	3	5	0	1	0
ENST00000860302	0	2	0	0	0	0
ENST00000860303	0	0	1	1	0	0
ENST00000860304	13	15	12	3	1	5
ENST00000860305	14	3	6	3	1	1
ENST00000860306	0	0	0	0	0	2
ENST00000860307	0	0	1	0	1	0
ENST00000860309	0	1	1	0	0	0
ENST00000860311	2	7	4	3	1	7
ENST00000860313	0	1	0	1	1	1
ENST00000860314	0	0	0	0	1	1
ENST00000860315	0	0	0	2	0	1
ENST00000860318	0	0	0	0	0	1
ENST00000860320	2	0	0	0	1	3
ENST00000860334	101	115	90	43	26	57
ENST00000860335	3	5	1	0	0	0
ENST00000860349	1	1	0	0	0	0
ENST00000860351	0	0	1	0	0	0
ENST00000860352	0	1	0	0	0	1
ENST00000860353	0	1	0	1	0	0
ENST00000860354	1	4	0	0	0	1
ENST00000860355	0	0	1	0	0	0
ENST00000860358	2	1	1	0	0	0
ENST00000860359	2	0	1	1	0	1
ENST00000860366	0	0	0	1	1	2
ENST00000860368	0	0	0	0	0	3
ENST00000860371	2	0	0	0	1	1
ENST00000860373	0	0	1	0	0	0
ENST00000860374	0	1	0	0	0	0
ENST00000860375	1	0	0	0	0	0
ENST00000860376	0	0	1	6	12	9
ENST00000860378	0	0	1	0	1	1
ENST00000860379	5	22	14	39	14	34
ENST00000860380	2	0	0	0	1	2
ENST00000860381	0	2	0	4	0	6
ENST00000860382	0	4	1	4.27274	5	8
ENST00000860383	6	17	20	28	37	38
ENST00000860386	2	7	1	0	0	0
ENST00000860389	2	0	0	0	2	1
ENST00000860393	4	3	0	0	3	3
ENST00000860395	0	0	0	0	0	1
ENST00000860397	0	1	0	0	0	0
ENST00000860398	1	3	1	0	2	0
ENST00000860399	0	2	0	0	0	0
ENST00000860400	0	0	1	0	0	0
ENST00000860406	46	50	38	19	17	11
ENST00000860407	2	1	2	0	0	0
ENST00000860408	0.00093	0.00063	0	0.00011	4	0
ENST00000860409	8	8	12	4	4	8
ENST00000860411	57	65	60	30	15	32
ENST00000860412	1	0	2	1	0	0
ENST00000860413	2	4	0	0	1	0
ENST00000860414	12	11	7	2	3	1
ENST00000860415	0	1	0	0	0	0
ENST00000860416	0	1	1	0	1	0
ENST00000860417	4	1	1	0	0	0
ENST00000860418	2.92853	4.32516	9.07771	3.3041	0.86198	4.29175
ENST00000860419	1	0	0	0	0	0
ENST00000860420	41	39	40	20	12	23
ENST00000860421	0	1	0	0	0	4
ENST00000860428	0	1	0	2	0	0
ENST00000860435	3	2	0	0	0	0
ENST00000860436	0	1	0	0	0	0
ENST00000860440	1	3	4	0	0	0
ENST00000860444	0	0	1	0	0	0
ENST00000860445	0	1	1	0	0	0
ENST00000860451	2	0	2	0	0	0
ENST00000860459	2	0	0	0	0	2
ENST00000860460	0	5	1	4	0	4
ENST00000860461	0	1	0	0	0	1
ENST00000860464	1.84227	1.28493	2.61936	1.43558	0	0.38296
ENST00000860465	1	0	0	0	1	2
ENST00000860466	1	1	0	0	0	1
ENST00000860468	0	1	0	0	0	0
ENST00000860469	5	6	12	0	4	3
ENST00000860470	1	0	0	0	0	0
ENST00000860473	1	7	0	2	2	0
ENST00000860474	0	3.25677	0	0	0	0
ENST00000860475	0	5	3	0	0	2
ENST00000860477	10	8	12	3	2	2
ENST00000860478	1	5	2	1	1	0
ENST00000860479	2	5	7	1	0	0
ENST00000860480	3	3	2	0	1	1
ENST00000860483	9	5	3	2	0	0
ENST00000860484	6	1	3	0	0	0
ENST00000860486	5	3	0	0	0	0
ENST00000860488	0	1	1	0	0	0
ENST00000860491	9	10	8	1	0	0
ENST00000860493	4	10	6	1	0	0
ENST00000860494	2	4	5	0	0	0
ENST00000860496	1	1	0	0	0	0
ENST00000860497	4	2	4	0	0	0
ENST00000860498	2	0	0	0	0	0
ENST00000860499	0	1	0	0	0	0
ENST00000860500	3	4.33361	3.52946	0	0	3
ENST00000860503	1	1	1	0	0	0
ENST00000860505	0	1	0	0	0	0
ENST00000860506	0	2	0	0	0	0
ENST00000860507	0	0	3	0	1	0
ENST00000860508	0	1	0.80232	0	0	0
ENST00000860509	5	2.63358	0.76919	0	0.27423	2
ENST00000860510	1e-05	0	0	0	0	0.27508
ENST00000860512	0	0	1	0	0	0
ENST00000860513	0	0	1	0	0	0
ENST00000860516	6	12	4	7	7	9
ENST00000860517	1	0	2	2	0	1
ENST00000860519	0	0	1	0	0	0
ENST00000860520	0	1	0	0	0	0
ENST00000860521	0	0	1	0	0	0
ENST00000860534	1	0	0	0	0	0
ENST00000860536	25	15.88079	12	13	8	20
ENST00000860540	1	1	0	0	0	0
ENST00000860542	1	1	0	0	0	1
ENST00000860545	0	0	0	1	0	1
ENST00000860548	0	2.76931	0	0	0	0
ENST00000860549	0	0	0.81361	0	0	0
ENST00000860552	0	0	1	0	0	0
ENST00000860564	0.89487	1.80437	0.90416	0.41189	0.96127	0.74446
ENST00000860566	11	6	6	4	2	8
ENST00000860567	5	2.73972	5	0	1	0
ENST00000860568	0	2	1	0	2	0
ENST00000860569	0	1	0	0	0	0
ENST00000860570	4	0	2	0	0	9
ENST00000860571	2	0	0	1	0	0
ENST00000860572	1	2	1	0	0	1
ENST00000860575	0	1	0	1	0	2
ENST00000860576	1	1	0	0	0	0
ENST00000860586	52	72	39	25	8	21
ENST00000860591	0	0	0	0	1	0
ENST00000860592	1	0	0	0	0	0
ENST00000860593	0.5	0.5	0	0	0	0
ENST00000860597	0	1	0	0	0	0
ENST00000860598	0	0	0	1	0	0
ENST00000860608	13	32	19	17	14	32
ENST00000860609	4	3	3	0	1	1.5
ENST00000860610	0	3	1	0	0	0
ENST00000860611	0	1	3	1	0	0
ENST00000860612	2	1	0	0	0	1
ENST00000860614	0	0	0	0	0	1
ENST00000860621	0.34049	0	0.84283	0	0	0
ENST00000860622	2	0	0	3	0	0
ENST00000860624	2	0	0	0	0	0
ENST00000860625	1	2	1	0	0	0
ENST00000860628	0	0	0	1	0	0
ENST00000860629	0	0	0	0	0	1
ENST00000860630	1	0	0	0	0	0
ENST00000860635	0	0	0	1	0	0
ENST00000860642	0	0	0	0	1	0
ENST00000860665	0	1	0	0	0	0.05721
ENST00000860670	1	0	0	0	0	2
ENST00000860673	0	0	17.6069	7.64068	0	0
ENST00000860674	0	2	0	0	0	0
ENST00000860675	0	0	0	0	0	2
ENST00000860676	1	0	0	0	0	0
ENST00000860677	0	0	0	0	0	2
ENST00000860680	0	2	0	0	0	2
ENST00000860689	0	0	0	0	0	2
ENST00000860696	1	0	0	0	0	0
ENST00000860700	2	2	2	3	3	6
ENST00000860709	0	1	0	0	0	0
ENST00000860710	0	0	0	0	0	1
ENST00000860728	0	0	0	0	0	1
ENST00000860730	55	44	66	5	1	8
ENST00000860731	2	1	3	0	0	0
ENST00000860734	0	3	1	0	0	0
ENST00000860737	1	1	2	0	0	0
ENST00000860754	8	1	1	0	0	2
ENST00000860756	0	0	1	0	0	0
ENST00000860757	2	0	1	0	1	0
ENST00000860758	1	0	1	0	0	0
ENST00000860759	0	0	2	0	0	0
ENST00000860760	1	0	0	0	0	0
ENST00000860761	0	0	1	0	0	0
ENST00000860763	3	4	0	0	0	2
ENST00000860766	43.97625	34.41194	50.66356	4.60624	0	14.1989
ENST00000860774	0	0	0	0	2	1
ENST00000860775	0	0	1	1	0	0
ENST00000860776	1	0	0	0	0	0
ENST00000860778	0	0	0	0	0	1
ENST00000860779	1	0	0	4	6	2
ENST00000860788	0	0	0	0	0	3
ENST00000860789	0	0	0	0	0	1
ENST00000860792	4	3	5	1	0	2
ENST00000860793	0	6	1	2	0	0
ENST00000860794	0	1	0	0	0	0
ENST00000860801	0	2e-05	13.93702	1e-05	5	1e-05
ENST00000860805	0	3	0	0	0	2
ENST00000860817	0	1	0	0	0	0
ENST00000860818	1	2	0	0	0	0
ENST00000860819	1	0	0	0	0	0
ENST00000860822	0	3	0	0	0	0
ENST00000860823	2	1	1	0	0	0
ENST00000860829	0	0	0	1	0	0
ENST00000860831	0	1	0	0	0	0
ENST00000860841	1	2	0	0	0	0
ENST00000860843	36.61997	25.71174	0	22.69347	27	11
ENST00000860845	0.65848	1	0	0	0	0
ENST00000860849	0	0	0.77801	0.66697	0	0
ENST00000860850	2	1	3	1	0	1
ENST00000860851	1	1	0	0	1	1
ENST00000860852	0	0	0	0	0	2
ENST00000860853	9	7	6	0	1	1
ENST00000860859	4	0	1	4	1	2
ENST00000860860	0	1	0	0	0	0
ENST00000860861	0	2	0	0	0	0
ENST00000860869	0	0	1	0	0	0
ENST00000860871	0	1	0	0	0	0
ENST00000860882	2.32774	2.18179	0	1.69597	0.96252	1.71826
ENST00000860884	0	0	0	3	1	1
ENST00000860886	0	5	3	0	0	2
ENST00000860888	0	1	0	0	0	0
ENST00000860890	1	11	9	1	0	3
ENST00000860891	0	1	2	0	0	0
ENST00000860892	1	6	3	4	3	2
ENST00000860894	0	6	0	1	1	3
ENST00000860896	0	0	0.50392	0	0	0
ENST00000860902	1	0	0	1	0	0
ENST00000860908	0.04285	1.01601	0.61615	0	0	0
ENST00000860909	0	1	0	0	0	0
ENST00000860910	0	0	2	0	0	0
ENST00000860911	5	7	2	1	3	3
ENST00000860912	11	17	9	13	3	10
ENST00000860915	0	1	0	1	0	0
ENST00000860916	0	3	0	0	0	0
ENST00000860919	1	0	0	0	0	0
ENST00000860932	1	0	0	1	0	0
ENST00000860934	0	0	0	0	0.5	0
ENST00000860937	2	1	1	0	0	0
ENST00000860938	0	0	0	2	0	1
ENST00000860991	1	1	0	0	0	0
ENST00000861005	2	0	3	1	0	0
ENST00000861006	0	0	1	0	0	0
ENST00000861007	2	2	0	0	0	0
ENST00000861010	2	1	0	0	0	0
ENST00000861011	0	0	1	0	0	0
ENST00000861012	2.88497	0	0	0	0	0.28355
ENST00000861017	0	0	0	1	4	3
ENST00000861018	41	38	37	144	107	143
ENST00000861019	0	1.31846	0.34741	0.46352	1e-05	218.34594
ENST00000861020	34	27	41	49	45	55
ENST00000861021	0	1	0	0	0	0
ENST00000861022	2	1	0	0	0	0
ENST00000861029	1	1	1	2	0	1
ENST00000861030	0	1	0	0	0	0
ENST00000861037	0.13098	0	0.2069	0.13043	2.78195	0.17832
ENST00000861038	2	3	4	0	0	3
ENST00000861039	0	6.99996	2.99997	3.59208	0	4.99997
ENST00000861040	0	1	0	0	0	0
ENST00000861042	0	0	0	0	1	1
ENST00000861043	7	2	6	1	1	1
ENST00000861044	2	1	2	3	0	0
ENST00000861046	2	4	1	1	0	1
ENST00000861048	0	1	0	0	0	0
ENST00000861060	0	0	1	0	0	0
ENST00000861061	2	3	0	2	0	2
ENST00000861062	4	7	10	3	2	3
ENST00000861063	0	0	2	1	0	1
ENST00000861086	1	2	0	0	0	0
ENST00000861087	0	0	0.02134	0	0	0
ENST00000861093	1	0	0	0	0	0
ENST00000861094	0	0	0	0.36013	3	0
ENST00000861095	1	0	1	0	0	0
ENST00000861097	0	1	0	1	0	0
ENST00000861100	7	3	3	16	5	15
ENST00000861105	0	1	0	1	1	0
ENST00000861106	2	0	1	0	1	0
ENST00000861107	1	3	0	0	0	2
ENST00000861130	0	1	0	0	0	1
ENST00000861136	3	6	4	1	0	4
ENST00000861137	3	6	3	1	0	2
ENST00000861138	7	14	2	4	0	0
ENST00000861139	6.99999	1.34679	4.99999	2e-05	1e-05	2.24415
ENST00000861140	0	0	2	0	0	2
ENST00000861142	0	0.82474	0	0	0	0
ENST00000861144	9	5	4	1	4	2
ENST00000861145	0	0	2	0	0	0
ENST00000861146	0	0	0	1	0	0
ENST00000861148	0	1	1	1	0	1
ENST00000861149	2	1	4	0	0	0
ENST00000861150	1	0	2	0	0	0
ENST00000861154	11	4	9	5	0	1
ENST00000861161	0	0	0	0.5	0	0
