GENEID	R2_HCC827.bam	R3_HCC827.bam	R1_HCC827.bam	R3_H1975.bam	R1_H1975.bam	R2_H1975.bam
ENSG00000289103	2	1	2	0	0	0
ENSG00000289106	15	4	13	17	28	5
ENSG00000289108	10	6	0	78	79	81
ENSG00000289109	22.99999	18	29	42	43	33.00001
ENSG00000289110	2	4	1	2	0	3
ENSG00000289112	13	12	10	34	33	32
ENSG00000289114	6	12	5	41	15	21
ENSG00000289115	2	1	1	1	1	0
ENSG00000289119	88	49	70	49	62	37
ENSG00000289121	3	3	0	3	2	5
ENSG00000289123	14	2.00001	5	4	10.00001	7
ENSG00000289124	5	6	5	11	1	12
ENSG00000289126	3	4	7	64	49	74
ENSG00000289127	0	1	2	11	11	10
ENSG00000289128	1	3	0	0	2	0
ENSG00000289129	0	2	3	1	2	5
ENSG00000289130	2	2	2	2	1	1
ENSG00000289131	0	0	1	1	4	0
ENSG00000289132	297.99999	339.99999	462.00001	91.99999	106.99999	109
ENSG00000289134	0	1	0	0	0	0
ENSG00000289136	0	0	0	5	1	4
ENSG00000289137	0	0	0	0	0	1
ENSG00000289138	7	14	4	7	5	13
ENSG00000289141	14	10	9	43	46	25
ENSG00000289143	0	1	0	0	1	0
ENSG00000289145	0	0	0	0	0	2
ENSG00000289146	15	10	14.00001	16	15	12
ENSG00000289148	0	2	3	5	3	5
ENSG00000289149	0	0	2	1	0	2
ENSG00000289151	1	7	6	10	20	6
ENSG00000289152	5	5	6	5	4	10
ENSG00000289153	33.99999	26	34	6	7	10
ENSG00000289154	5	13	4	30	16	20
ENSG00000289155	12	12	33	36	38	46
ENSG00000289156	0	0	0	0	3	4
ENSG00000289157	2	0	0	1	0	0
ENSG00000289159	2	2	0	1	3	1
ENSG00000289161	420	478	565	107	141	115
ENSG00000289162	0	0	0	18.00002	14.99996	15
ENSG00000289164	29	69	151	24	25	26
ENSG00000289165	0	0	0	0	0	2
ENSG00000289166	85	42	75	1	4	3
ENSG00000289170	1	0	2	0	0	0
ENSG00000289171	5	1	8	14	9	1
ENSG00000289173	0	1	1	16	21	5
ENSG00000289174	0	0	0	437	457.00002	392
ENSG00000289177	6	25	16	34	41	68
ENSG00000289180	0	0	1	1	1	2
ENSG00000289182	8	7	5	7	13	10
ENSG00000289183	2	6	0	7	1	2
ENSG00000289185	0	0	1	0	1	0
ENSG00000289188	0	0	0	0	1	0
ENSG00000289189	144.99999	191.99998	180.00002	202.99999	226	202
ENSG00000289190	37	41	28	56	69	75
ENSG00000289193	2	3	7	11	5	6
ENSG00000289195	0	0	0	1	1	1
ENSG00000289196	4	5	10	42	29	34
ENSG00000289199	0	0	0	0	0	1
ENSG00000289200	0	1	4	6	2	6
ENSG00000289201	0	0	0	1	3	0
ENSG00000289202	0	3	0	1	0	3
ENSG00000289203	0	1	0	0	0	1
ENSG00000289204	0	0	0	1	5	3
ENSG00000289207	9	11	16	30	31	34
ENSG00000289208	0	0	3	0	0	0
ENSG00000289210	0	3	1	1	6	5
ENSG00000289211	0	1	0	0	3	2
ENSG00000289212	3	2	4	9	3	2
ENSG00000289213	181	149	173	504	449.00001	435
ENSG00000289214	2	0	0	1	3	2
ENSG00000289216	4	3	1	4	3	5
ENSG00000289217	137	132	181	1	2	2
ENSG00000289219	0	0	0	2	0	2
ENSG00000289221	0	3	0	4	5	9
ENSG00000289222	1	2	6	4	1	19
ENSG00000289223	4	10	10	17	2	2
ENSG00000289225	3	7	9	0	0	0
ENSG00000289226	75	67	94	127	110	109
ENSG00000289228	3	5	2	0	5	10
ENSG00000289229	1	0	0	0	0	0
ENSG00000289232	0	0	0	12	15	1
ENSG00000289234	17	19	32	42	34	31
ENSG00000289235	0	0	0	4	1	0
ENSG00000289236	5	2	8	4	20	9
ENSG00000289238	124	160	180	65	76	84
ENSG00000289241	21	19	28	25	32	28
ENSG00000289243	0	0	1	0	0	0
ENSG00000289244	7	10	8	5	9	12
ENSG00000289245	6	3	15	10	11	10
ENSG00000289246	1	1	0	0	0	1
ENSG00000289250	0	2	2	8	9	6
ENSG00000289252	2	0	0	0	1	1
ENSG00000289253	7	0	5	5	4	4
ENSG00000289254	0	0	1	1	0	0
ENSG00000289256	1	4	3	2	5	3
ENSG00000289257	7	6	12	20	29	29
ENSG00000289260	159	3	6	3	3	3
ENSG00000289261	63	87	71	90	67	70
ENSG00000289262	0	0	0	1	0	0
ENSG00000289267	0	0	0	0	0	1
ENSG00000289268	247	121	356	453	487	461
ENSG00000289269	0	0	1	0	0	1
ENSG00000289270	0	1	2	0	1	0
ENSG00000289272	0	2	3	0	0	0
ENSG00000289274	0	0	0	0	1	0
ENSG00000289275	1	4	2	68	46	49
ENSG00000289276	0	0	0	0	0	1
ENSG00000289277	9	1	15	14	9	7
ENSG00000289278	0	1	2	0	6	5
ENSG00000289279	0	0	0	1	0	1
ENSG00000289280	0	4	1	5	7	3
ENSG00000289281	0	0	0	1	0	0
ENSG00000289282	0	0	0	0	1	0
ENSG00000289283	0	0	1	0	0	0
ENSG00000289284	0	1	0	0	0	0
ENSG00000289285	13	26	34	54	30	35
ENSG00000289286	0	1	0	0	1	0
ENSG00000289287	0	1	0	0	0	0
ENSG00000289288	0	0	0	1	0	0
ENSG00000289289	0	0	2	0	4	1
ENSG00000289290	0	0	1	2	0	4
ENSG00000289291	14	6	11	13	6	8
ENSG00000289292	3	2	3	1	2	1
ENSG00000289293	0	0	3	4	1	5
ENSG00000289294	130	157	188	143	190	114
ENSG00000289295	41	21	67	74	64	55
ENSG00000289296	11	11	11	10	18	16
ENSG00000289297	42	54	67	102	162	161
ENSG00000289298	0	1	0	1	0	0
ENSG00000289301	5	9	3	14	16	8
ENSG00000289303	7	13	24	17	11	9
ENSG00000289304	4	1	7	6	6	10
ENSG00000289305	2	6	6	0	0	0
ENSG00000289306	6	0	5	3	6	6
ENSG00000289309	0	0	0	1	0	0
ENSG00000289311	9	2	9	9	11	11
ENSG00000289312	2	1	0	1	0	1
ENSG00000289313	3	5	6.00001	4	1	3
ENSG00000289314	0	0	0	0	1	0
ENSG00000289316	1	0	0	0	1	1
ENSG00000289317	2	5	1	15	10	12
ENSG00000289318	1	0	4	20	3	0
ENSG00000289319	5	1	3	13	4	1
ENSG00000289320	0	0	0	3	0	0
ENSG00000289322	0	5	6	0	1	0
ENSG00000289323	0	0	1	0	0	0
ENSG00000289324	19	7	14	23	21	15
ENSG00000289326	153	257.99999	294	564.99999	531	515
ENSG00000289327	0	2	0	0	1	0
ENSG00000289330	1	0	4	0	3	0
ENSG00000289331	0	2	3	2	5	2
ENSG00000289332	0	1	1	256	250	285
ENSG00000289334	0	1	7	0	3	0
ENSG00000289337	1	0	0	0	0	0
ENSG00000289339	36	27	35	35	63	45
ENSG00000289340	4	4	0	2	13	8
ENSG00000289341	0	0	0	0	1	4
ENSG00000289343	12	11	15	28	33	22
ENSG00000289344	2	0	3	0	0	0
ENSG00000289346	54	20	34	124	141	129
ENSG00000289347	36	13	31	53	64	54.99999
ENSG00000289349	0	1	0	1	0	0
ENSG00000289351	4	3	1	15	12	10
ENSG00000289352	0	2	2	5	3	3
ENSG00000289353	33	26	52	20	28	19
ENSG00000289357	22	11	3	22	24	5
ENSG00000289361	7	0	8	5	2	3
ENSG00000289365	5	5	0	17	18	30
ENSG00000289370	5	5	12	18	30	13
ENSG00000289372	24	44	34	49	39	56
ENSG00000289373	0	0	0	0	2	0
ENSG00000289375	18	12	13	25	15	18
ENSG00000289376	6	7.99999	4	11	19	8
ENSG00000289377	0	3	2	0	0	1
ENSG00000289378	14	12	16	33	20	39
ENSG00000289379	0	0	2	3	0	2
ENSG00000289380	2	2	2	1	2	1
ENSG00000289383	0	0	0	3	3	3
ENSG00000289385	0	0	0	1	1	0
ENSG00000289386	80	71	149	9	10	1
ENSG00000289387	0	2	3	1	3	0
ENSG00000289388	0	1	1	0	1	0
ENSG00000289390	8	4	1	23	15	21
ENSG00000289392	3	0	0	0	0	0
ENSG00000289393	69	60	119	122	184	133.99999
ENSG00000289394	5	8	7	7	4	10
ENSG00000289395	17	11	39	0	2	4
ENSG00000289396	3	0	14	19	6	17
ENSG00000289397	2	1	3	10	25	16
ENSG00000289398	4	5	5	0	2	0
ENSG00000289401	1	0	8	1	1	4
ENSG00000289402	0	0	0	1	0	7
ENSG00000289405	12	5.00001	15	8	4	2
ENSG00000289406	2	1	0	0	0	1
ENSG00000289407	11	18	26	18	10	15
ENSG00000289409	1	0	1	3	12	2
ENSG00000289410	4	7	4	38	52.00001	43.00001
ENSG00000289412	9	3	9	22	14	21
ENSG00000289415	0	0	0	7	9	6
ENSG00000289417	1	0	0	0	0	0
ENSG00000289419	0	0	0	0	1	0
ENSG00000289421	24	19	16	20.00001	24	14
ENSG00000289422	2	2	4	6	4	6
ENSG00000289423	1	2	1	5.99999	9	12
ENSG00000289424	0	1	1	1	0.99999	0
ENSG00000289425	0	0	2	2	1	3
ENSG00000289426	1	0	1	10	5	9
ENSG00000289427	0	0	0	0	8	1
ENSG00000289428	7	6	11	68	72	59
ENSG00000289429	32	2	30	12	12	12
ENSG00000289430	0	0	1	0	0	0
ENSG00000289434	0	0	0	3	3	0
ENSG00000289435	10	10	16	18	15	16
ENSG00000289437	2	0	5	1	2	2
ENSG00000289440	87	75	90	105	94	95
ENSG00000289442	0	0	0	0	1	0
ENSG00000289443	0	31	52	2	45	21
ENSG00000289444	2	0	21	6	9	10
ENSG00000289445	0	0	3	0	0	0
ENSG00000289446	1	1	2	6	4	8
ENSG00000289447	2	10	11	13	21	12
ENSG00000289450	0	0	0	2	0	0
ENSG00000289452	0	0	0	2	1	0
ENSG00000289453	2	2	2	1	3	0
ENSG00000289456	0	0	0	1	0	0
ENSG00000289459	0	0	0	4	9	2.99999
ENSG00000289460	62	65	54	178	197	176
ENSG00000289462	0	0	0	0	0	1
ENSG00000289463	6	5	10	9	11	22
ENSG00000289468	0	1	0	0	0	0
ENSG00000289469	72	126	132	101.00001	172	150.99999
ENSG00000289470	1	1	0	0	0	0
ENSG00000289472	0	0	5	0	0	0
ENSG00000289473	0	0	1	0	0	0
ENSG00000289476	10	4	17	1	4	7
ENSG00000289478	0	1	0	1	0	1
ENSG00000289481	0	0	0	4	0	2
ENSG00000289482	2	1	4	6	5	4
ENSG00000289483	6	3	5	0	1	0
ENSG00000289487	0	0	0	0	2	0
ENSG00000289488	0	0	0	0	2	0
ENSG00000289489	0	6	0	17	35	42
ENSG00000289492	8	1	6	13	29	17
ENSG00000289494	75	79	88	203	189	203
ENSG00000289496	1	5	1	1	0	1
ENSG00000289497	3	10	12	32	32	31
ENSG00000289499	1	1	0	4	2	7
ENSG00000289503	1	2	2	2	2	2
ENSG00000289504	19	40	79	36	48	9
ENSG00000289506	29	51	58	33.99999	49	42
ENSG00000289507	40	50	42	77	72	29
ENSG00000289508	0	1	0	0	0	0
ENSG00000289510	0	2	0	0	0	0
ENSG00000289511	2	0	1	0	3	0
ENSG00000289513	48.00001	43	50	16	32.00001	21.00001
ENSG00000289514	0	0	0	0	1	0
ENSG00000289515	65	71	58	66	80	52
ENSG00000289516	17	37	34	33	37	33
ENSG00000289517	0	1	2	4	4	7
ENSG00000289518	4	1	11	2	3	2
ENSG00000289519	17	19	34	52	73	50
ENSG00000289520	11	9	20	26	31	13
ENSG00000289521	0	0	1	1	2	2
ENSG00000289522	0	0	0	0	1	0
ENSG00000289523	10	7	18	20	14	27
ENSG00000289526	3	3	1	67	85	46.99999
ENSG00000289528	0	0	1	0	0	0
ENSG00000289530	0	1	0	1	0	3
ENSG00000289532	6	4	4	17	10	13
ENSG00000289533	0	0	0	0	1	0
ENSG00000289535	35	20	36	4	5	6
ENSG00000289537	11	27	40	117	97	101
ENSG00000289539	0	0	0	2	1	1
ENSG00000289540	15	7	11	26	15	19
ENSG00000289543	0	1	1	8	12	17
ENSG00000289546	12	11	15	3	5	4
ENSG00000289547	0	0	1	0	0	0
ENSG00000289550	0	0	0	0	1	0
ENSG00000289551	18	2	29	9	12	11
ENSG00000289552	11	7	13	17	11	14
ENSG00000289553	2	1	3	10	12	14
ENSG00000289554	8	7	10	16	11	25
ENSG00000289555	16	23	29	12	8	13
ENSG00000289558	2	2	1	3	3	7
ENSG00000289559	0	2	3	3	4	3
ENSG00000289560	0	0	0	0	0	2
ENSG00000289561	0	0	0	0	1	0
ENSG00000289562	97	106	106	130	164	150
ENSG00000289564	0	0	2	0	0	2
ENSG00000289565	5	4	10	4	9	7
ENSG00000289566	0	0	0	1	3	0
ENSG00000289567	0	1	1	2	2	1
ENSG00000289569	0	0	3.00001	0	0	0
ENSG00000289570	1	1	1	2	1	1
ENSG00000289571	10	8	4	18	12	4
ENSG00000289572	2	0	0	0	0	0
ENSG00000289573	0	0	0	0	1	0
ENSG00000289574	0	1	2	3	1	1
ENSG00000289575	6	24	15	2	4	0
ENSG00000289576	12	20	11	21	14	9
ENSG00000289577	0	0	2	0	0	0
ENSG00000289578	18	20	16	14	10	5
ENSG00000289579	5	5	10	61	74	64
ENSG00000289581	4	1	4	1	1	0
ENSG00000289582	1	1	2	2	5	1
ENSG00000289583	3	3	4	20	25	16
ENSG00000289584	1	3	4	1	1	1
ENSG00000289585	1	4	5	18	18	16
ENSG00000289586	16	13	29	52	49.99999	43
ENSG00000289587	1	2	1	3	0	2
ENSG00000289588	11	13	14	21	23	19
ENSG00000289589	1	3	2	11	10	9
ENSG00000289592	29	37	28	61	48	42
ENSG00000289594	13	30	20	0	2	1
ENSG00000289595	2	0	0	0	0	0
ENSG00000289596	0	0	1	3	0	0
ENSG00000289597	0	0	0	2	3	0
ENSG00000289599	1	2	0	2	1	4
ENSG00000289602	17	19	16	28	33	46
ENSG00000289603	2	0	1	0	5	6
ENSG00000289604	48	30	53	29	25	26
ENSG00000289605	4	14	9	0	0	0
ENSG00000289606	5	5	7	4	5	2
ENSG00000289607	4	0	1	0	0	0
ENSG00000289609	37	75	68	563	625	410
ENSG00000289610	0	0	0	2	0	0
ENSG00000289612	11	0	6	0	0	0
ENSG00000289613	0	2	0	0	0	0
ENSG00000289615	0	0	0	7	7	2
ENSG00000289616	5	0	4	13	15	12
ENSG00000289621	0	0	0	0	1	0
ENSG00000289622	0	0	0	0	3	0
ENSG00000289623	0	1	0	23	25	15
ENSG00000289624	1.00001	0	0	4	2	2
ENSG00000289626	10	0	1	0	2	0
ENSG00000289627	4	3	2	0	0	0
ENSG00000289629	6	8	2	6	5	4
ENSG00000289631	0	1	1	3	6	4
ENSG00000289634	0	0	0	0	0	2
ENSG00000289637	3	0	1	0	1	1
ENSG00000289640	0	1	1	268	269	208
ENSG00000289641	0	4	0	17	29	14
ENSG00000289644	0	1	0	0	0	0
ENSG00000289653	2	2	1	0	0	0
ENSG00000289685	4	3	4	2	9	2
ENSG00000289687	0	2	3	1	3	0
ENSG00000289688	10	7	10	49	56	54
ENSG00000289689	2	0	6	2	4	0
ENSG00000289690	1.99999	1	6	1	1	1
ENSG00000289691	2	0	0	1	1	0
ENSG00000289694	0	0	1	1	0	0
ENSG00000289695	1	4	0	3	2	2
ENSG00000289697	0	0	0	0	1	0
ENSG00000289698	0	0	2	7	2	3
ENSG00000289700	0	1	0	9	3	3
ENSG00000289701	11	1	6	66	68	73
ENSG00000289704	0	0	1	1	0	1
ENSG00000289716	4	21	35	32	33	46
ENSG00000289720	9	9	16	24	28.99999	27
ENSG00000289721	4	6	5	32	65	50
ENSG00000289725	1	0	0	1	0	1
ENSG00000289726	0	0	0	0	0	4
ENSG00000289727	1	0	2	10	4	0
ENSG00000289731	6	2	4	2	3	2
ENSG00000289740	21	15	73	24	45	24
ENSG00000289742	0	1	0	0	0	0
ENSG00000289744	0	1	0	0	2	0
ENSG00000289745	3	10	17	63	81	51
ENSG00000289748	0	2	0	0	0	1
ENSG00000289750	2	2	1	1	2	1
ENSG00000289754	1	0	3	8	18	14
ENSG00000289755	9	11.99999	14	1	1	1
ENSG00000289757	6	3	6	9	2	8
ENSG00000289758	0	0	1	2	4	1
ENSG00000289760	0	0	0	0	1	0
ENSG00000289788	0	1	2	0	0	0
ENSG00000289791	4	5	9	4	10	4
ENSG00000289810	15	8	11	11	3	9
ENSG00000289814	0	2	0	3	1	0
ENSG00000289827	17	14	23	7	8	15
ENSG00000289828	0	0	0	1	0	0
ENSG00000289829	0	0	0	0	1	0
ENSG00000289831	5	0	0	4	10	1
ENSG00000289833	0	0	0	2	3	4
ENSG00000289835	4	5	5	6	12	5
ENSG00000289836	0	0	1	0	0	1
ENSG00000289837	3	2	5	7	7	5
ENSG00000289838	4	9	12	0	3	3
ENSG00000289839	18.00001	14	21.99999	307.00001	270	269
ENSG00000289841	0	1	1	1	1	2
ENSG00000289843	11	15	10	18	21	18
ENSG00000289845	111	16	27	16	23	17
ENSG00000289847	4	1	2.99999	4	13	4
ENSG00000289848	1	1	4	1	2	0
ENSG00000289849	0	1	1	0	5	0
ENSG00000289850	1156.00001	1534	2016.00001	1	1	5
ENSG00000289851	10	8	16	39	37	24
ENSG00000289852	2	1	1	1	0	1
ENSG00000289853	0	0	0	1	1	3
ENSG00000289854	17	16	24	8	21	15
ENSG00000289855	1	3	6	45	35	48
ENSG00000289857	0	0	0	7	10	6
ENSG00000289858	17	21	24	52	39	39
ENSG00000289860	61	93	126	3.99999	7	0
ENSG00000289863	0	2	0	1	2.00001	1
ENSG00000289864	0	0	1	0	0	0
ENSG00000289866	0	1	4	0	4	4
ENSG00000289868	18	9	12	31	23	41
ENSG00000289869	11	21	11	131	158	112
ENSG00000289870	1	0	0	1	12	2
ENSG00000289872	14	3	7	15	17	13
ENSG00000289873	1	0	0	567.00001	621.99999	364
ENSG00000289874	0	1	1	1	1	0
ENSG00000289875	34	10	33	4	6	0
ENSG00000289876	1	0	0	0	0	0
ENSG00000289877	0	0	0	1	3	0
ENSG00000289878	1	2	10	6	19	18
ENSG00000289879	0	0	0	13	10	11
ENSG00000289880	3	2	2	6	8	5
ENSG00000289881	6	4	2	21	11	28.99999
ENSG00000289883	0	1	0	12	27	0
ENSG00000289884	0	1	0	0	0	0
ENSG00000289885	0	1	3	4	4	6
ENSG00000289886	0	0	0	0	1	0
ENSG00000289887	3	0	0	0	0	0
ENSG00000289888	0	0	0	2	1	3
ENSG00000289890	5	7	5	30	17	7
ENSG00000289891	18	9	11	30	44	32
ENSG00000289892	0	0	0	0	0	1
ENSG00000289893	0	0	6	0	0	0
ENSG00000289895	0	1	2	0	0	0
ENSG00000289896	0	0	0	1	2	1
ENSG00000289897	0	0	1	0	0	0
ENSG00000289901	38	15	41	10	7	5
ENSG00000289902	2	0	6	1	0	1
ENSG00000289903	0	0	2	0	0	0
ENSG00000289904	3	0	0	1	5	2
ENSG00000289906	0	0	0	2	4	1.99999
ENSG00000289907	0	0	5	0	0	0
ENSG00000289908	0	0	1	1	3	0
ENSG00000289909	95	110	177	105	186	115
ENSG00000289910	0	0	1	1	0	1
ENSG00000289911	67	94.99999	114.99999	2	2	2
ENSG00000289912	0	16	22	2	2	0
ENSG00000289913	0	0	1	0	0	1
ENSG00000289914	0	90	0	0	0	0
ENSG00000289915	12	18	33	143	120	161
ENSG00000289923	10	11	22	6	4	9
ENSG00000289924	0	2	2	7	8	4
ENSG00000289927	0	0	0	0	2	0
ENSG00000289929	7	174	9	45	51	45
ENSG00000289931	3	8	5	18.99999	16	24
ENSG00000289932	4	0	1	0	0	0
ENSG00000289937	5	1	1	1	3	2
ENSG00000289938	0	0	0	7	5	7
ENSG00000289939	0	0	0	4	2	5
ENSG00000289940	0	0	0	0	0	1
ENSG00000289942	3172	52	3258	3546	4076	3388
ENSG00000289943	4	2	3	6	10	5
ENSG00000289946	0	0	1	2	2	2
ENSG00000289947	2	0	0	0	3	0
ENSG00000289949	3	2	0	1	0	1
ENSG00000289951	0	0	7	344	383	338.99997
ENSG00000289952	4	4	6	69	47	69
ENSG00000289955	0	0	0	0	0	1
ENSG00000289956	7	4	26	33	18	25
ENSG00000289957	0	0	0	1	0	0
ENSG00000289960	11	9	9.00001	78	63.99999	61
ENSG00000289961	4	1	1	1	3	0
ENSG00000289964	0	0	2	0	1	0
ENSG00000289965	1	0	0	1	0	0
ENSG00000289966	0	0	0	4	1	0
ENSG00000289967	0	0	0	0	1	0
ENSG00000289968	1	1	3	2	2	1
ENSG00000289970	8	25	25	26	8	15
ENSG00000289971	75	49	75	86	77	87
ENSG00000289972	5	3	9	1	2	4
ENSG00000289977	9	6	10	5	5	3
ENSG00000289978	0	2	2	0	0	0
ENSG00000289979	35	22	37	11	16	17
ENSG00000289981	0	3	3	7	3	5
ENSG00000289982	0	0	0	0	1	0
ENSG00000289983	1	4	4	5	10	3
ENSG00000289984	0	0	1	1	0	0
ENSG00000289985	702	592.99999	815	545	655	545.99999
ENSG00000289986	0	0	0	1	1	0
ENSG00000289987	1	7	7	1	7	3
ENSG00000289989	20	18	24	14	15	13
ENSG00000289990	0	1	3	0	0	0
ENSG00000289991	4	4	5	7	7	6
ENSG00000289992	4	0	0	0	0	2
ENSG00000289993	28	36	30	9	9	3
ENSG00000289997	1	0	0	17	7	12
ENSG00000289998	2	0	0	0	0	0
ENSG00000290001	0	0	0	4	0	3
ENSG00000290002	17	55	37	52	70	53
ENSG00000290003	42	49	102	93	130	81
ENSG00000290007	0	0	0	2	0	2
ENSG00000290008	23	12	13	35	24	33
ENSG00000290009	282	141	269	76	66	44
ENSG00000290015	16	8	3	15	13	11
ENSG00000290017	0	2	1	0	0	0
ENSG00000290018	8026	10488	15142	14552	17775	14939
ENSG00000290019	4	4	12	0	2	6
ENSG00000290021	2	2	2	0	1	4
ENSG00000290023	0	1	0	0	9	4
ENSG00000290024	0	1	3	2	3	3
ENSG00000290025	0	5	8	3	3	3
ENSG00000290030	1	0	0	0	0	0
ENSG00000290033	35	22	22	44	36	36
ENSG00000290035	0	0	0	49	58	58
ENSG00000290037	1	1	0	0	0	0
ENSG00000290039	1	0	0	7	4	4
ENSG00000290040	0	5	8	3	2	6
ENSG00000290043	43	47	45	0	0	1
ENSG00000290044	0	0	1	0	0	0
ENSG00000290045	22	4	15	16	23	22
ENSG00000290046	4	4	12	11	11.00001	6
ENSG00000290047	3	9	10	12	24	25
ENSG00000290048	2	1	1	1	1	0
ENSG00000290049	6	3	4	19	17	15
ENSG00000290051	0	0	0	1	2	0
ENSG00000290052	0	0	0	2	2	0
ENSG00000290055	0	0	0	0	2	0
ENSG00000290056	4	1	0	2	1	0
ENSG00000290057	103	84	132	63	34	57
ENSG00000290058	3	0	0	79	67	57
ENSG00000290060	0	0	0	1	0	1
ENSG00000290061	8	0	3	0	4	1
ENSG00000290065	18	11	46	42.99999	56	34
ENSG00000290068	5	4	5	20	12	35
ENSG00000290072	7	1	2	5	9	4
ENSG00000290073	9	23	22	185	241	155
ENSG00000290074	27	10	39	7	15	11
ENSG00000290075	1	0	2	2	3	1
ENSG00000290082	0	5	3	2	4	4
ENSG00000290083	0	2	0	4	1	2
ENSG00000290085	14	17	24	28	27	27
ENSG00000290086	5	5	2	6	5	1
ENSG00000290088	10.99999	15	17	238	335.99999	236
ENSG00000290089	11	4	4	4	5	2
ENSG00000290090	7	4	6	7	22	12
ENSG00000290092	0	0	1	0	0	0
ENSG00000290093	0	0	0	0	2	0
ENSG00000290094	0	0	0	1	0	0
ENSG00000290095	9	5	11	14	6	13
ENSG00000290096	2	0	1	0	0	2
ENSG00000290098	5	0	3	2	1	2
ENSG00000290102	7	6	2	8	5	5
ENSG00000290108	0	0	0	1	2	2
ENSG00000290110	9	15	31	25	31	19
ENSG00000290113	0	0	0	2	1	0
ENSG00000290114	1	8	12	89	93	105
ENSG00000290115	0	0	1	0	0	0
ENSG00000290116	0	0	0	1	0	1
ENSG00000290117	1	3	7	3	7	10
ENSG00000290118	1	1	5	0	0	0
ENSG00000290119	0	0	0	0	0	1
ENSG00000290121	7	14	6	12	8	9
ENSG00000290122	0	0	11	1	1	0
ENSG00000290123	33	33	44	11	10	6
ENSG00000290125	41	41	52	89	86	70
ENSG00000290126	5	5	17	5	6	7
ENSG00000290127	6	12	22	18	18	24
ENSG00000290146	14	14	60	16	14	58
ENSG00000290149	0	0	0	1	0	3
ENSG00000290162	0	0	1	0	0	0
ENSG00000290163	1	2	8	1	2	1
ENSG00000290164	11	2	9	0	1	0
ENSG00000290165	11	6	8	4	5	8
ENSG00000290166	0	1	0	2	0	0
ENSG00000290180	0	0	0	1	0	1
ENSG00000290184	0	0	0	1	0	0
ENSG00000290192	45	45	30	40	37	29
ENSG00000290199	153	154	172	12	27	17
ENSG00000290203	7	11	8	3	2	2
ENSG00000290217	1	0	0	0	0	0
ENSG00000290226	4	6	6	13	16	7
ENSG00000290230	7	3	1	0	3	6
ENSG00000290241	0	0	0	0	0	1
ENSG00000290263	1	12	7	21	18	37
ENSG00000290285	0	0	0	0	0	1
ENSG00000290292	592	408	420	305.00001	343	369
ENSG00000290315	3	3	5	4	4	7
ENSG00000290317	0	0	0	0	1	1
ENSG00000290318	4	6	5	13	13	37
ENSG00000290319	34.99999	28	61	20	20	14
ENSG00000290326	0	0	0	38	35	28
ENSG00000290347	0	0	0	2	1	3
ENSG00000290354	0	0	0	0	1	1
ENSG00000290355	0	5	1	9	0	0
ENSG00000290357	1	2.00002	3	1	2	2
ENSG00000290363	0	0	0	1	0	0
ENSG00000290366	0	2	0	0	5	1
ENSG00000290368	1	2	0	2	2	2
ENSG00000290374	280.00001	311.00002	337.99997	609.00001	592	625
ENSG00000290376	1	0.99999	4	130.99999	141.00002	121
ENSG00000290377	0	1	1	3	1	1
ENSG00000290382	15	25	43	149	187	161.99999
ENSG00000290385	20	17	30	134	113.99999	137
ENSG00000290386	0	0	0	1	0	0
ENSG00000290387	44	30	31	15	27	25
ENSG00000290388	0	0	0	4	2	1
ENSG00000290390	0	0	0	0	2	2
ENSG00000290394	39	36	66	74	92	73
ENSG00000290395	0	2	0	0	0	0
ENSG00000290397	0	1	0	5	14	13
ENSG00000290398	0	1	0	1	0	1
ENSG00000290399	0	3	0	31	30	36
ENSG00000290400	2	0	2	3	1	1
ENSG00000290401	0	2	3	1	0	2
ENSG00000290409	1.00002	1	1.00002	2	0	0
ENSG00000290410	1	7	0	6	3	0
ENSG00000290415	6	2	26	3	29	18
ENSG00000290420	0	0	0	0	0	1
ENSG00000290422	0	0	0	0	2	0
ENSG00000290425	146.99999	85	144.99999	56	61	57
ENSG00000290426	12	8	11	4	5	12
ENSG00000290427	0	0	0	1	0	4
ENSG00000290435	1	1	0	0	0	0
ENSG00000290438	0	0	0	2	1	2
ENSG00000290439	1	7	13	42	33	29
ENSG00000290441	0	0	1	0	0	0
ENSG00000290450	48	24	45	122	157	63
ENSG00000290453	2	2	0	13	2	8
ENSG00000290454	0	0	0	0	3	0
ENSG00000290455	0	1	1	0	1	3
ENSG00000290457	9	6	11	2	5	14
ENSG00000290460	3	24	10	35	16	14
ENSG00000290461	21	25	45.99999	17	15	0
ENSG00000290466	0	0	0	0	1	0
ENSG00000290474	22.00002	11.00002	12.00003	23	18.00001	11
ENSG00000290475	0	0	0	6	5	0
ENSG00000290476	42.99998	55.00001	81.00001	54.00001	67.00001	46
ENSG00000290482	1	0	0.99996	0	0	1
ENSG00000290484	0	1	1	0	3	0
ENSG00000290490	0	0	0	0	0	1
ENSG00000290496	0	0	0	1	0	0
ENSG00000290523	0	0	0	0	0	1
ENSG00000290525	1	2	1	9	6	10.99999
ENSG00000290531	11	5	12	4	0	1
ENSG00000290535	63	37	82	134	151	156
ENSG00000290536	1	1	2	0	1	1
ENSG00000290537	3	2	5	4	4	5
ENSG00000290538	10	11	2	2	1	0
ENSG00000290541	0	0.99999	1	0	0	0
ENSG00000290544	0	0	0	0	2	0
ENSG00000290545	0	0	2	3.99999	6	3
